-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-1,-1,-1
-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-1
-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-1
-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-1
-1,-1,-1,-1,6,16,6,6,6,6,16,16,16,6,6,16,16,16,6,6,6,-1
-1,-1,-1,-1,6,16,6,6,6,6,16,16,16,16,6,16,16,16,6,6,6,-1
-1,-1,-1,-1,6,16,16,16,6,16,16,16,16,16,6,6,16,16,16,6,6,-1
-1,-1,-1,6,6,16,16,6,6,16,16,16,16,16,16,6,16,16,16,16,16,-1
-1,-1,-1,-1,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,16,16,16,6,6,6,4
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,11,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,11,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,11,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,11,11,11,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,11,11,11,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,11,11,11,16,16,6,-1
-1,-1,-1,-1,-1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,16,16,16,16,11,11,11,16,16,16,16,16,16,16,16,6,-1
3,6,6,6,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,6,6,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,6,6,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,6,-1
-1,-1,-1,-1,-1,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,-1
